,seq_id,source,type,start,end,score,strand,phase,attributes,Dbxref,ID,Name,Note,Parent,alignment_id,alternative_source_transcripts,anticodon,collapsed_gene_ids,collapsed_gene_names,copy_num_ID,coverage,db_xref,description,exception,exon_annotation_support,exon_number,experiment,extra_copy_number,extra_paralog,frameshift,gbkey,gene,gene_biotype,gene_id,gene_name,gene_synonym,inference,inframe_stop_codon,intron_annotation_support,matches_ref_protein,missing_start_codon,missing_stop_codon,model_evidence,note,paralogy,part,partial,product,proper_orf,protein_id,pseudo,sequence_ID,source_gene,source_gene_common_name,source_transcript,standard_name,tag,transcript_biotype,transcript_class,transcript_id,transcript_modes,transcript_name,transferase,transl_except,unfiltered_paralogy,valid_ORF,valid_ORFs,valid_start,valid_stop
3779867,chr21,Liftoff,exon,42476564,42476714,.,+,.,Parent=NM_001368238.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=13;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,13,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779868,chr21,Liftoff,exon,42477789,42477969,.,+,.,Parent=NM_001368238.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=14;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,14,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779869,chr21,Liftoff,exon,42480193,42480340,.,+,.,Parent=NM_001368238.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=15;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,15,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779870,chr21,Liftoff,exon,42481624,42481732,.,+,.,Parent=NM_001368238.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=16;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,16,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779871,chr21,Liftoff,exon,42482513,42482578,.,+,.,Parent=NM_001368238.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=17;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,17,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779872,chr21,Liftoff,exon,42483547,42483765,.,+,.,Parent=NM_001368238.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=18;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,18,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779873,chr21,Liftoff,exon,42483862,42484012,.,+,.,Parent=NM_001368238.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=19;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,19,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779874,chr21,Liftoff,exon,42484167,42484241,.,+,.,Parent=NM_001368238.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=20;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,20,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779875,chr21,Liftoff,exon,42486212,42486796,.,+,.,Parent=NM_001368238.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 1;tag=RefSeq Select;transcript_biotype=mRNA;exon_number=21;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,21,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 1,,,,,,,,,RefSeq Select,mRNA,,,,,,,,,,,
3779876,chr21,Liftoff,CDS,42463027,42463044,.,+,0,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=1;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,1,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779877,chr21,Liftoff,CDS,42464594,42464706,.,+,0,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=2;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,2,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779878,chr21,Liftoff,CDS,42469363,42469457,.,+,1,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=3;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,3,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779879,chr21,Liftoff,CDS,42469789,42469888,.,+,2,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=4;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,4,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779880,chr21,Liftoff,CDS,42470235,42470378,.,+,1,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=5;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,5,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779881,chr21,Liftoff,CDS,42470874,42471009,.,+,1,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=6;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,6,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779882,chr21,Liftoff,CDS,42471301,42471530,.,+,0,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=7;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,7,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779883,chr21,Liftoff,CDS,42473433,42473576,.,+,1,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=8;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,8,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779884,chr21,Liftoff,CDS,42474375,42474445,.,+,1,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=9;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,9,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779885,chr21,Liftoff,CDS,42474999,42475135,.,+,2,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=10;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,10,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779886,chr21,Liftoff,CDS,42475960,42476108,.,+,0,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=11;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,11,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779887,chr21,Liftoff,CDS,42476243,42476390,.,+,1,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=12;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,12,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779888,chr21,Liftoff,CDS,42476564,42476714,.,+,0,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=13;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,13,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779889,chr21,Liftoff,CDS,42477789,42477969,.,+,2,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=14;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,14,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779890,chr21,Liftoff,CDS,42480193,42480340,.,+,1,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=15;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,15,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779891,chr21,Liftoff,CDS,42481624,42481732,.,+,0,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=16;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,16,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779892,chr21,Liftoff,CDS,42482513,42482578,.,+,2,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=17;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,17,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779893,chr21,Liftoff,CDS,42483547,42483765,.,+,2,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=18;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,18,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779894,chr21,Liftoff,CDS,42483862,42484012,.,+,2,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=19;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,19,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779895,chr21,Liftoff,CDS,42484167,42484241,.,+,1,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=20;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,20,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779896,chr21,Liftoff,CDS,42486212,42486386,.,+,1,Parent=NM_001368238.1;db_xref=GeneID:102724159;gbkey=CDS;gene=LOC102724159;product=periodic tryptophan protein 2 homolog;protein_id=NP_001355167.1;tag=RefSeq Select;exon_number=21;extra_copy_number=0,,,,,NM_001368238.1,,,,,,,,GeneID:102724159,,,,21,,0,,,CDS,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog,,NP_001355167.1,,,,,,,RefSeq Select,,,,,,,,,,,,
3779897,chr21,Liftoff,transcript,42463009,42486796,.,+,.,ID=NR_160695.1;Parent=LOC102724159;db_xref=GeneID:102724159;gbkey=misc_RNA;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;extra_copy_number=0,,NR_160695.1,,,LOC102724159,,,,,,,,GeneID:102724159,,,,,,0,,,misc_RNA,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779898,chr21,Liftoff,exon,42463009,42463044,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=1;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,1,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779899,chr21,Liftoff,exon,42464594,42464706,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=2;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,2,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779900,chr21,Liftoff,exon,42469363,42469457,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=3;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,3,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779901,chr21,Liftoff,exon,42469789,42469888,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=4;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,4,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779902,chr21,Liftoff,exon,42470235,42470378,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=5;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,5,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779903,chr21,Liftoff,exon,42470874,42471009,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=6;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,6,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779904,chr21,Liftoff,exon,42471301,42471530,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=7;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,7,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779905,chr21,Liftoff,exon,42473433,42473576,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=8;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,8,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779906,chr21,Liftoff,exon,42474375,42474445,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=9;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,9,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779907,chr21,Liftoff,exon,42474999,42475135,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=10;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,10,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779908,chr21,Liftoff,exon,42475960,42476108,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=11;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,11,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779909,chr21,Liftoff,exon,42476243,42476390,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=12;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,12,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779910,chr21,Liftoff,exon,42476564,42476714,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=13;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,13,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779911,chr21,Liftoff,exon,42477789,42477969,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=14;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,14,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779912,chr21,Liftoff,exon,42480193,42480340,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=15;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,15,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779913,chr21,Liftoff,exon,42481624,42481732,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=16;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,16,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779914,chr21,Liftoff,exon,42482513,42482578,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=17;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,17,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779915,chr21,Liftoff,exon,42483188,42483306,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=18;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,18,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779916,chr21,Liftoff,exon,42483547,42483765,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=19;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,19,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779917,chr21,Liftoff,exon,42483862,42484012,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=20;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,20,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779918,chr21,Liftoff,exon,42484167,42484241,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=21;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,21,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779919,chr21,Liftoff,exon,42486212,42486796,.,+,.,Parent=NR_160695.1;db_xref=GeneID:102724159;gene=LOC102724159;product=periodic tryptophan protein 2 homolog%2C transcript variant 2;transcript_biotype=transcript;exon_number=22;extra_copy_number=0,,,,,NR_160695.1,,,,,,,,GeneID:102724159,,,,22,,0,,,,LOC102724159,,,,,,,,,,,,,,,,periodic tryptophan protein 2 homolog%2C transcript variant 2,,,,,,,,,,transcript,,,,,,,,,,,
3779920,chr21,Liftoff,gene,42489298,42501326,.,+,.,ID=LOC102724023;gene_name=LOC102724023;db_xref=GeneID:102724023;description=glutamine amidotransferase class 1 domain containing 3B;gbkey=Gene;gene=LOC102724023;gene_biotype=protein_coding;gene_synonym=KNP-I;coverage=1.0;sequence_ID=1.0;valid_ORFs=3;extra_copy_number=0;copy_num_ID=LOC102724023_0,,LOC102724023,,,,,,,,,LOC102724023_0,1.0,GeneID:102724023,glutamine amidotransferase class 1 domain containing 3B,,,,,0,,,Gene,LOC102724023,protein_coding,,LOC102724023,KNP-I,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,3,,
